Place	State	Latitude	Longitude
Phenix City 	AL	32.465509	-85.01461
Phil Campbell 	AL	34.352028	-87.70581
Pickensville 	AL	33.226646	-88.265574
Piedmont 	AL	33.927382	-85.615204
Pinckard 	AL	31.320588	-85.544246
Pine Apple 	AL	31.873728	-86.987682
Pine Hill 	AL	31.985636	-87.582518
Pine Ridge 	AL	34.44439	-85.779667
Pinson-Clay-Chalkville 	AL	33.676696	-86.658635
Pisgah 	AL	34.682152	-85.847759
Pleasant Grove 	AL	33.489168	-86.975939
Point Clear 	AL	30.489634	-87.904391
Pollard 	AL	31.022531	-87.17243
Powell 	AL	34.530771	-85.895102
Prattville 	AL	32.4617	-86.446691
Priceville 	AL	34.524219	-86.885583
Prichard 	AL	30.7731	-88.130673
Providence 	AL	32.344452	-87.772103
Ragland 	AL	33.748065	-86.136302
Rainbow City 	AL	33.92975	-86.087374
Rainsville 	AL	34.498776	-85.844933
Ranburne 	AL	33.524874	-85.340155
Red Bay 	AL	34.436126	-88.136336
Red Level 	AL	31.404179	-86.608199
Redstone Arsenal 	AL	34.684075	-86.654036
Reece City 	AL	34.072433	-86.032368
Reform 	AL	33.379561	-88.016697
Repton 	AL	31.408806	-87.239761
Ridgeville 	AL	34.057014	-86.103258
River Falls 	AL	31.350363	-86.541895
Riverside 	AL	33.611281	-86.207701
Riverview 	AL	31.058462	-87.05672
Roanoke 	AL	33.145335	-85.369345
Robertsdale 	AL	30.552139	-87.707803
Rockford 	AL	32.887588	-86.217227
Rogersville 	AL	34.826241	-87.284514
Rosa 	AL	33.98454	-86.508688
Russellville 	AL	34.505909	-87.729164
Rutledge 	AL	31.729032	-86.301687
Saks 	AL	33.71129	-85.85376
Samson 	AL	31.11221	-86.046604
Sand Rock 	AL	34.232126	-85.770626
Sanford 	AL	31.297556	-86.401696
Saraland 	AL	30.820093	-88.098927
Sardis City 	AL	34.176717	-86.113538
Satsuma 	AL	30.8541	-88.061099
Scottsboro 	AL	34.649346	-86.047376
Section 	AL	34.581	-85.983823
Selma 	AL	32.416084	-87.032952
Selmont-West Selmont 	AL	32.378357	-87.006673
Sheffield 	AL	34.75525	-87.701261
Shiloh 	AL	34.465468	-85.877339
Shorter 	AL	32.400754	-85.936607
Silas 	AL	31.769209	-88.320906
Silverhill 	AL	30.545174	-87.749023
Sipsey 	AL	33.822068	-87.083053
Skyline 	AL	34.802861	-86.123512
Slocomb 	AL	31.110254	-85.594335
Smiths 	AL	32.539794	-85.087215
Smoke Rise 	AL	33.879865	-86.824469
Snead 	AL	34.115874	-86.391528
Somerville 	AL	34.474706	-86.801372
South Vinemont 	AL	34.23614	-86.862592
Southside 	AL	33.903767	-86.021986
Spanish Fort 	AL	30.675242	-87.884589
Springville 	AL	33.773623	-86.475147
St. Florian 	AL	34.86565	-87.623827
Steele 	AL	33.934	-86.197259
Stevenson 	AL	34.870608	-85.833098
Sulligent 	AL	33.8947	-88.131888
Sumiton 	AL	33.753076	-87.048167
Summerdale 	AL	30.483286	-87.700361
Susan Moore 	AL	34.074059	-86.429739
Sweet Water 	AL	32.10169	-87.867328
Sylacauga 	AL	33.175958	-86.261318
Sylvan Springs 	AL	33.512896	-87.030561
Sylvania 	AL	34.55979	-85.80757
Talladega 	AL	33.432048	-86.098001
Talladega Springs 	AL	33.117523	-86.444543
Tallassee 	AL	32.53516	-85.891439
Tarrant 	AL	33.5937	-86.767888
Taylor 	AL	31.164467	-85.46758
Theodore 	AL	30.545539	-88.176647
Thomaston 	AL	32.268081	-87.62361
Thomasville 	AL	31.912389	-87.741895
Thorsby 	AL	32.914998	-86.714133
Tillmans Corner 	AL	30.585517	-88.19134
Town Creek 	AL	34.672665	-87.408315
Toxey 	AL	31.910129	-88.30805
Trafford 	AL	33.823647	-86.746489
Triana 	AL	34.594573	-86.744271
Trinity 	AL	34.598597	-87.089825
Troy 	AL	31.804118	-85.968163
Trussville 	AL	33.635929	-86.593213
Tuscaloosa 	AL	33.2377	-87.540979
Tuscumbia 	AL	34.728667	-87.705652
Tuskegee 	AL	32.437748	-85.711143
Underwood-Petersville 	AL	34.876969	-87.69601
Union 	AL	32.993425	-87.9055
Union Grove 	AL	34.399996	-86.446062
Union Springs 	AL	32.138811	-85.71366
Uniontown 	AL	32.447029	-87.508459
Valley 	AL	32.809037	-85.173016
Valley Head 	AL	34.550803	-85.625819
Vance 	AL	33.170926	-87.227909
Vernon 	AL	33.75833	-88.113754
Vestavia Hills 	AL	33.433567	-86.787559
Vina 	AL	34.374267	-88.056546
Vincent 	AL	33.38561	-86.40994
Vredenburgh 	AL	31.823284	-87.317533
Wadley 	AL	33.123346	-85.568594
Waldo 	AL	33.390871	-86.035391
Walnut Grove 	AL	34.064583	-86.287287
Warrior 	AL	33.813913	-86.808203
Waterloo 	AL	34.916709	-88.064174
Waverly 	AL	32.736134	-85.57615
Weaver 	AL	33.7556	-85.808576
Webb 	AL	31.256622	-85.285645
Wedowee 	AL	33.308498	-85.486532
West Blocton 	AL	33.118109	-87.125824
West End-Cobb Town 	AL	33.648156	-85.871219
West Jefferson 	AL	33.648736	-87.067931
West Point 	AL	34.238096	-86.948206
Weston 	AL	34.162189	-88.030852
Wetumpka 	AL	32.544192	-86.201761
White Hall 	AL	32.300783	-86.714537
Wilmer 	AL	30.825683	-88.359191
Wilsonville 	AL	33.236035	-86.479006
Wilton 	AL	33.082152	-86.881057
Winfield 	AL	33.929853	-87.796085
Woodland 	AL	33.374083	-85.39927
Woodville 	AL	34.625248	-86.282166
Yellow Bluff 	AL	31.959773	-87.482179
York 	AL	32.495962	-88.296126
Adona 	AR	35.039957	-92.898462
Alexander 	AR	34.630272	-92.442774
Alicia 	AR	35.89442	-91.083028
Allport 	AR	34.539454	-91.784843
Alma 	AR	35.489943	-94.222852
Almyra 	AR	34.405749	-91.410555
Alpena 	AR	36.29297	-93.293346
Altheimer 	AR	34.318947	-91.846228
Altus 	AR	35.442873	-93.762461
Amagon 	AR	35.562441	-91.110573
Amity 	AR	34.266149	-93.463909
Antoine 	AR	34.034016	-93.421059
Arkadelphia 	AR	34.123759	-93.070631
Arkansas City 	AR	33.608824	-91.205659
Ash Flat 	AR	36.225765	-91.606522
Ashdown 	AR	33.674367	-94.125998
Atkins 	AR	35.242555	-92.945561
Aubrey 	AR	34.71978	-90.897847
Augusta 	AR	35.285466	-91.360486
Austin 	AR	34.99804	-91.981777
Avoca 	AR	36.399898	-94.073037
Bald Knob 	AR	35.308177	-91.572525
Banks 	AR	33.575929	-92.268238
Barling 	AR	35.325153	-94.300068
Bassett 	AR	35.536081	-90.130889
Batesville 	AR	35.76824	-91.622279
Bauxite 	AR	34.556876	-92.526041
Bay 	AR	35.740027	-90.55919
Bearden 	AR	33.727515	-92.616261
Beaver 	AR	36.476124	-93.772743
Beebe 	AR	35.072252	-91.89389
Beedeville 	AR	35.428568	-91.108917
Bella Vista 	AR	36.468136	-94.294387
Bellefonte 	AR	36.200434	-93.046363
Belleville 	AR	35.090666	-93.445305
Ben Lomond 	AR	33.834431	-94.114988
Benton 	AR	34.569243	-92.57725
Bentonville 	AR	36.36885	-94.204849
Bergman 	AR	36.31294	-93.011061
Berryville 	AR	36.371001	-93.565389
Bethel Heights 	AR	36.222767	-94.127457
Big Flat 	AR	36.005766	-92.404996
Bigelow 	AR	34.998974	-92.631041
Biggers 	AR	36.332002	-90.805928
Birdsong 	AR	35.459018	-90.260501
Black Oak 	AR	35.835471	-90.367109
Black Rock 	AR	36.106382	-91.108629
Black Springs 	AR	34.461511	-93.713541
Blevins 	AR	33.871131	-93.577248
Blue Eye 	AR	36.495973	-93.396921
Blue Mountain 	AR	35.131714	-93.715311
Bluff City 	AR	33.717233	-93.133062
Blytheville 	AR	35.934312	-89.924775
Bodcaw 	AR	33.556622	-93.401113
Bonanza 	AR	35.234127	-94.427445
Bono 	AR	35.910539	-90.796673
Booneville 	AR	35.139397	-93.918461
Bradford 	AR	35.423067	-91.456642
Bradley 	AR	33.099915	-93.656861
Branch 	AR	35.306056	-93.956258
Brinkley 	AR	34.88433	-91.189038
Brookland 	AR	35.90141	-90.580836
Bryant 	AR	34.612371	-92.492041
Buckner 	AR	33.357167	-93.43538
Bull Shoals 	AR	36.376039	-92.588413
Burdette 	AR	35.814861	-89.945934
Cabot 	AR	34.968176	-92.02199
Caddo Valley 	AR	34.187866	-93.07004
Caldwell 	AR	35.079327	-90.815078
Cale 	AR	33.627926	-93.233108
Calico Rock 	AR	36.128298	-92.131148
Calion 	AR	33.328838	-92.538397
Camden 	AR	33.566689	-92.845657
Cammack Village 	AR	34.77985	-92.34678
Campbell Station 	AR	35.669481	-91.25438
Caraway 	AR	35.758035	-90.331987
Carlisle 	AR	34.786086	-91.746514
Carthage 	AR	34.072252	-92.555548
Casa 	AR	35.025833	-93.044321
Cash 	AR	35.799822	-90.9322
Caulksville 	AR	35.301739	-93.868499
Cave City 	AR	35.94668	-91.54783
Cave Springs 	AR	36.262694	-94.228719
Centerton 	AR	36.360312	-94.284966
Central City 	AR	35.327363	-94.236698
Charleston 	AR	35.294511	-94.048435
Cherokee Village-Hidden 	AR	36.301622	-91.569482
Cherry Valley 	AR	35.402976	-90.753787
Chester 	AR	35.678047	-94.177474
Chidester 	AR	33.69991	-93.018715
Clarendon 	AR	34.695458	-91.305817
Clarksville 	AR	35.457574	-93.472395
Clinton 	AR	35.581075	-92.452359
Coal Hill 	AR	35.437023	-93.667554
College City 	AR	36.125709	-90.939988
Colt 	AR	35.132535	-90.812292
Concord 	AR	35.663429	-91.848729
Conway 	AR	35.088809	-92.453098
Corinth 	AR	35.068243	-93.420544
Corning 	AR	36.410818	-90.585851
Cotter 	AR	36.282492	-92.520229
Cotton Plant 	AR	35.006938	-91.251472
Cove 	AR	34.435017	-94.409229
Coy 	AR	34.541787	-91.869599
Crawfordsville 	AR	35.225653	-90.32622
Crossett 	AR	33.127353	-91.966014
Cushman 	AR	35.863606	-91.778612
Daisy 	AR	34.233088	-93.741895
Damascus 	AR	35.36464	-92.405811
Danville 	AR	35.052081	-93.390282
Dardanelle 	AR	35.226423	-93.165609
Datto 	AR	36.393166	-90.728081
De Queen 	AR	34.04274	-94.341807
De Valls Bluff 	AR	34.785728	-91.460788
De Witt 	AR	34.289533	-91.338131
Decatur 	AR	36.337579	-94.458484
Delaplaine 	AR	36.23132	-90.726015
Delight 	AR	34.029446	-93.505771
Dell 	AR	35.855185	-90.033437
Denning 	AR	35.424602	-93.755219
Dermott 	AR	33.526602	-91.437725
Des Arc 	AR	34.975676	-91.505167
Diamond City 	AR	36.4558	-92.915096
Diaz 	AR	35.647949	-91.259891
Dierks 	AR	34.120579	-94.018769
Dover 	AR	35.402166	-93.112419
Dumas 	AR	33.883161	-91.485919
Dyer 	AR	35.494446	-94.138336
Dyess 	AR	35.589359	-90.213131
Earle 	AR	35.273294	-90.464978
East Camden 	AR	33.608507	-92.742409
Edmondson 	AR	35.103547	-90.309776
Egypt 	AR	35.866649	-90.952883
El Dorado 	AR	33.219028	-92.662763
Elaine 	AR	34.308276	-90.854089
Elkins 	AR	36.019799	-94.028293
Elm Springs 	AR	36.201729	-94.215496
Emerson 	AR	33.097365	-93.196092
Emmet 	AR	33.722052	-93.466177
England 	AR	34.544911	-91.967931
Enola 	AR	35.200235	-92.201061
Eudora 	AR	33.119766	-91.263117
Eureka Springs 	AR	36.399212	-93.737378
Evening Shade 	AR	36.070437	-91.621271
Everton 	AR	36.155375	-92.908392
Fairfield 	AR	35.605071	-92.269823
Fargo 	AR	34.955047	-91.177055
Farmington 	AR	36.042343	-94.241974
Fayetteville 	AR	36.0718	-94.155684
Felsenthal 	AR	33.057875	-92.152623
Fifty-Six 	AR	35.960401	-92.229916
Fisher 	AR	35.491473	-90.972178
Flippin 	AR	36.277018	-92.592059
Fordyce 	AR	33.817686	-92.413813
Foreman 	AR	33.717334	-94.397549
Forrest City 	AR	35.014391	-90.78534
Fort Smith 	AR	35.36785	-94.384737
Fouke 	AR	33.26078	-93.886448
Fountain Hill 	AR	33.356933	-91.85086
Fourche 	AR	34.993105	-92.618812
Franklin 	AR	36.171398	-91.772334
Fredonia (Biscoe) 	AR	34.818578	-91.409077
Friendship 	AR	34.223753	-93.003008
Fulton 	AR	33.611864	-93.814287
Garfield 	AR	36.453719	-93.969783
Garland 	AR	33.359815	-93.712812
Garner 	AR	35.13948	-91.78013
Gassville 	AR	36.282551	-92.494682
Gateway 	AR	36.485566	-93.936335
Gentry 	AR	36.266809	-94.482846
Georgetown 	AR	35.126261	-91.453233
Gibson 	AR	34.895368	-92.227056
Gilbert 	AR	35.990187	-92.718214
Gillett 	AR	34.119126	-91.378985
Gillham 	AR	34.167868	-94.313507
Gilmore 	AR	35.411145	-90.277431
Glenwood 	AR	34.331128	-93.549694
Goshen 	AR	36.108948	-94.00203
Gosnell 	AR	35.961057	-89.97237
Gould 	AR	33.985411	-91.562706
Grady 	AR	34.078716	-91.698318
Grannis 	AR	34.240052	-94.32032
Gravel Ridge 	AR	34.871384	-92.187724
Gravette 	AR	36.422002	-94.454145
Green Forest 	AR	36.336126	-93.42906
Greenbrier 	AR	35.229802	-92.383543
Greenland 	AR	36.000187	-94.183592
Greenway 	AR	36.341092	-90.222202
Greenwood 	AR	35.211667	-94.235133
Greers Ferry 	AR	35.567773	-92.169163
Griffithville 	AR	35.124779	-91.645576
Grubbs 	AR	35.652706	-91.074715
Guion 	AR	35.929128	-91.940059
Gum Springs 	AR	34.064471	-93.09588
Gurdon 	AR	33.916435	-93.148141
Guy 	AR	35.324504	-92.334781
Hackett 	AR	35.187533	-94.410317
Hamburg 	AR	33.225806	-91.797045
Hampton 	AR	33.536717	-92.465368
Hardy 	AR	36.321492	-91.480417
Harrell 	AR	33.510001	-92.401651
Harrisburg 	AR	35.560298	-90.72113
Harrison 	AR	36.241883	-93.11946
Hartford 	AR	35.02326	-94.378182
Hartman 	AR	35.434468	-93.618484
Haskell 	AR	34.505458	-92.636643
Hatfield 	AR	34.487103	-94.378659
Havana 	AR	35.110232	-93.527921
Haynes 	AR	34.889811	-90.792371
Hazen 	AR	34.789298	-91.573738
Heber Springs 	AR	35.500186	-92.038592
Hector 	AR	35.465699	-92.975251
Helena 	AR	34.526257	-90.604698
Hermitage 	AR	33.447234	-92.170209
Hickory Ridge 	AR	35.403525	-90.994692
Higden 	AR	35.566363	-92.205187
Higginson 	AR	35.195789	-91.711479
Highfill 	AR	36.259237	-94.356268
Hindsville 	AR	36.147569	-93.860076
Holly Grove 	AR	34.596165	-91.200667
Hope 	AR	33.668223	-93.591234
Horatio 	AR	33.939833	-94.355108
Horseshoe Bend 	AR	36.223312	-91.740954
Horseshoe Lake 	AR	34.913338	-90.307035
Hot Springs 	AR	34.493672	-93.052042
Hot Springs Village 	AR	34.665171	-93.000065
Houston 	AR	35.034912	-92.694124
Hoxie 	AR	36.043709	-90.977491
Hughes 	AR	34.948477	-90.47127
Humnoke 	AR	34.542143	-91.758834
Humphrey 	AR	34.422617	-91.702285
Hunter 	AR	35.053363	-91.122745
Huntington 	AR	35.081796	-94.265984
Huntsville 	AR	36.089081	-93.73723
Huttig 	AR	33.041275	-92.182249
Imboden 	AR	36.201698	-91.179771
Jacksonport 	AR	35.641209	-91.307773
Jacksonville 	AR	34.869755	-92.127992
Jasper 	AR	36.006054	-93.188294
Jennette 	AR	35.165561	-90.407515
Jericho 	AR	35.285907	-90.227305
Jerome 	AR	33.398818	-91.470816
Johnson 	AR	36.133174	-94.172967
Joiner 	AR	35.508311	-90.149739
Jonesboro 	AR	35.821828	-90.685768
Judsonia 	AR	35.275902	-91.64017
Junction City 	AR	33.02411	-92.723598
Keiser 	AR	35.674485	-90.094762
Kensett 	AR	35.235479	-91.670107
Keo 	AR	34.613057	-92.011133
Kibler 	AR	35.425232	-94.236048
Kingsland 	AR	33.861294	-92.294052
Knobel 	AR	36.319297	-90.60167
Knoxville 	AR	35.377831	-93.364787
Lafe 	AR	36.207081	-90.50312
LaGrange 	AR	34.655514	-90.733726
Lake City 	AR	35.81897	-90.44858
Lake Hamilton 	AR	34.426023	-93.089268
Lake View 	AR	34.423149	-90.810284
Lake Village 	AR	33.324203	-91.283532
Lakeview 	AR	36.375167	-92.539165
Lamar 	AR	35.439201	-93.387796
Lavaca 	AR	35.33498	-94.181567
Leachville 	AR	35.921546	-90.256248
Lead Hill 	AR	36.414723	-92.906736
Leola 	AR	34.169321	-92.590719
Lepanto 	AR	35.607086	-90.333493
Leslie 	AR	35.829448	-92.555918
Letona 	AR	35.363082	-91.83015
Lewisville 	AR	33.362966	-93.576618
Lexa 	AR	34.598203	-90.752614
Lincoln 	AR	35.947224	-94.422081
Little Flock 	AR	36.387845	-94.136486
Little Rock 	AR	34.7224	-92.354076
Lockesburg 	AR	33.970912	-94.173082
London 	AR	35.328171	-93.240067
Lonoke 	AR	34.786011	-91.899554
Lonsdale 	AR	34.544672	-92.811078
Louann 	AR	33.39159	-92.792748
Lowell 	AR	36.2673	-94.136673
Luxora 	AR	35.757668	-89.930233
Lynn 	AR	36.006569	-91.251992
Madison 	AR	35.019419	-90.73051
Magazine 	AR	35.152692	-93.806329
Magness 	AR	35.701878	-91.482319
Magnolia 	AR	33.274016	-93.235379
Malvern 	AR	34.371124	-92.815565
Mammoth Spring 	AR	36.494133	-91.544698
Manila 	AR	35.883589	-90.161451
Mansfield 	AR	35.059073	-94.246744
Marianna 	AR	34.774584	-90.766352
Marie 	AR	35.613285	-90.081687
Marion 	AR	35.206516	-90.203462
Marked Tree 	AR	35.529954	-90.417457
Marmaduke 	AR	36.188351	-90.387775
Marshall 	AR	35.909875	-92.636207
Marvell 	AR	34.555991	-90.914514
Maumelle 	AR	34.85248	-92.410534
Mayflower 	AR	34.971815	-92.419024
Maynard 	AR	36.421847	-90.901909
McCaskill 	AR	33.917571	-93.641109
McCrory 	AR	35.256855	-91.197745
McDougal 	AR	36.436602	-90.39023
McGehee 	AR	33.625353	-91.392533
McNab 	AR	33.660716	-93.832225
McNeil 	AR	33.347876	-93.208805
McRae 	AR	35.114193	-91.822564
Melbourne 	AR	36.062337	-91.898652
Mena 	AR	34.58045	-94.236696
Menifee 	AR	35.148312	-92.55482
Midland 	AR	35.093	-94.352662
Mineral Springs 	AR	33.877647	-93.919964
Minturn 	AR	35.975002	-91.027498
Mitchellville 	AR	33.905872	-91.498487
Monette 	AR	35.89366	-90.344632
Monticello 	AR	33.624763	-91.793784
Montrose 	AR	33.298565	-91.49703
Moorefield 	AR	35.768123	-91.570961
Moro 	AR	34.79253	-90.989274
Morrilton 	AR	35.156241	-92.740892
Morrison Bluff 	AR	35.382189	-93.527432
Mount Ida 	AR	34.551784	-93.631119
Mount Pleasant 	AR	35.982389	-91.77768
Mount Vernon 	AR	35.224037	-92.13008
Mountain Home 	AR	36.335916	-92.379171
Mountain Pine 	AR	34.571426	-93.173951
Mountain View 	AR	35.869951	-92.111107
Mountainburg 	AR	35.63478	-94.165864
Mulberry 	AR	35.508409	-94.074215
Murfreesboro 	AR	34.063002	-93.691123
Nashville 	AR	33.940923	-93.851622
Newark 	AR	35.70534	-91.442858
Newport 	AR	35.625546	-91.235159
Nimmons 	AR	36.306965	-90.094498
Norfork 	AR	36.208327	-92.281996
Norman 	AR	34.456677	-93.677786
Norphlet 	AR	33.319647	-92.663153
North Crossett 	AR	33.1698	-91.936218
North Little Rock 	AR	34.7884	-92.255437
Oak Grove 	AR	36.459686	-93.435898
Oak Grove Heights 	AR	36.12734	-90.51518
Oakhaven 	AR	33.72913	-93.619952
Oden 	AR	34.620237	-93.785248
Ogden 	AR	33.584847	-94.044513
Oil Trough 	AR	35.629494	-91.461233
O'Kean 	AR	36.167799	-90.817207
Okolona 	AR	34.000486	-93.337187
Ola 	AR	35.031002	-93.224087
Omaha 	AR	36.463215	-93.191876
Oppelo 	AR	35.101014	-92.775129
Osceola 	AR	35.701277	-89.994498
Oxford 	AR	36.207269	-91.919396
Ozan 	AR	33.847339	-93.719426
Ozark 	AR	35.496243	-93.840504
Palestine 	AR	34.970296	-90.905007
Pangburn 	AR	35.426167	-91.838669
Paragould 	AR	36.056123	-90.513515
Paris 	AR	35.288875	-93.724606
Parkdale 	AR	33.120779	-91.545842
Parkers-Iron Springs 	AR	34.605246	-92.322218
Parkin 	AR	35.264471	-90.552454
Patmos 	AR	33.511943	-93.566663
Patterson 	AR	35.257567	-91.236613
Pea Ridge 	AR	36.450521	-94.115902
Peach Orchard 	AR	36.28094	-90.661931
Perla 	AR	34.364442	-92.778604
Perry 	AR	35.044871	-92.793817
Perrytown 	AR	33.696509	-93.532593
Perryville 	AR	35.008437	-92.80346
Piggott 	AR	36.383881	-90.200814
Pindall 	AR	36.058345	-92.865268
Pine Bluff 	AR	34.2134	-92.018618
Pineville 	AR	36.157697	-92.103924
Piney 	AR	34.503434	-93.142649
Plainview 	AR	34.989464	-93.297644
Pleasant Plains 	AR	35.550638	-91.626953
Plumerville 	AR	35.160603	-92.641221
Pocahontas 	AR	36.263516	-90.968585
Pollard 	AR	36.430729	-90.266203
Portia 	AR	36.085294	-91.071315
Portland 	AR	33.238289	-91.511179
Pottsville 	AR	35.238375	-93.058405
Powhatan 	AR	36.081938	-91.11892
Poyen 	AR	34.322426	-92.642297
Prairie Creek 	AR	36.338859	-94.061444
Prairie Grove 	AR	35.978251	-94.317521
Prattsville 	AR	34.318115	-92.542959
Prescott 	AR	33.800696	-93.388
Pyatt 	AR	36.25126	-92.844418
Quitman 	AR	35.382269	-92.214278
Ratcliff 	AR	35.307962	-93.888233
Ravenden 	AR	36.236199	-91.250444
Ravenden Springs 	AR	36.31458	-91.224049
Reader 	AR	33.751794	-93.101221
Rector 	AR	36.264242	-90.293344
Redfield 	AR	34.441891	-92.183852
Reed 	AR	33.701823	-91.44373
Reyno 	AR	36.360774	-90.757943
Rison 	AR	33.954456	-92.190689
Rockport 	AR	34.391874	-92.816267
Rockwell 	AR	34.464259	-93.133634
Roe 	AR	34.63085	-91.385727
Rogers 	AR	36.33125	-94.133449
Rondo 	AR	34.65744	-90.820223
Rose Bud 	AR	35.330884	-92.078734
Rosston 	AR	33.586914	-93.276039
Rudy 	AR	35.527133	-94.270298
Russell 	AR	35.362079	-91.510371
Russellville 	AR	35.271784	-93.140765
Salem 	AR	36.371143	-91.823089
Salem 	AR	34.629724	-92.555544
Salesville 	AR	36.244895	-92.270021
Scranton 	AR	35.36026	-93.538476
Searcy 	AR	35.24288	-91.73079
Sedgwick 	AR	35.978516	-90.863194
Shannon Hills 	AR	34.62063	-92.40846
Sheridan 	AR	34.309266	-92.405466
Sherrill 	AR	34.384715	-91.950703
Sherwood 	AR	34.832017	-92.207486
Shirley 	AR	35.643695	-92.313387
Sidney 	AR	36.004255	-91.658974
Siloam Springs 	AR	36.180173	-94.540455
Smackover 	AR	33.364593	-92.730822
Smithville 	AR	36.080042	-91.302844
South Lead Hill 	AR	36.39501	-92.905424
Sparkman 	AR	33.917099	-92.848598
Springdale 	AR	36.181333	-94.145713
St. Charles 	AR	34.375773	-91.132934
St. Francis 	AR	36.453523	-90.143154
St. Paul 	AR	35.823477	-93.764524
Stamps 	AR	33.358658	-93.495704
Star City 	AR	33.940972	-91.844364
Stephens 	AR	33.420069	-93.067427
Strawberry 	AR	35.96557	-91.321442
Strong 	AR	33.108043	-92.359374
Stuttgart 	AR	34.493522	-91.550915
Subiaco 	AR	35.297487	-93.639212
Success 	AR	36.454518	-90.722854
Sulphur Rock 	AR	35.750991	-91.499305
Sulphur Springs 	AR	36.482788	-94.458607
Summit 	AR	36.250142	-92.687427
Sunset 	AR	35.224658	-90.207601
Swifton 	AR	35.824199	-91.128876
Taylor 	AR	33.100329	-93.462106
Texarkana 	AR	33.450245	-94.015754
Thornton 	AR	33.776218	-92.489189
Tillar 	AR	33.710186	-91.451695
Tinsman 	AR	33.629013	-92.353521
Tollette 	AR	33.818038	-93.896082
Tontitown 	AR	36.174964	-94.236884
Traskwood 	AR	34.451933	-92.666744
Trumann 	AR	35.674699	-90.51952
Tuckerman 	AR	35.727875	-91.200588
Tull 	AR	34.442337	-92.573486
Tupelo 	AR	35.391546	-91.229943
Turrell 	AR	35.377076	-90.25707
Tyronza 	AR	35.490332	-90.358904
Ulm 	AR	34.576003	-91.461253
Valley Springs 	AR	36.152868	-92.99104
Van Buren 	AR	35.44665	-94.352849
Vandervoort 	AR	34.379628	-94.364453
Victoria 	AR	35.7581	-90.060683
Vilonia 	AR	35.084009	-92.211236
Viola 	AR	36.396156	-91.984945
Wabbaseka 	AR	34.360292	-91.792724
Waldenburg 	AR	35.564863	-90.93483
Waldo 	AR	33.352467	-93.295324
Waldron 	AR	34.899708	-94.093573
Walnut Ridge 	AR	36.069829	-90.958349
Ward 	AR	35.018859	-91.955031
Warren 	AR	33.610137	-92.069666
Washington 	AR	33.773148	-93.682958
Watson 	AR	33.89358	-91.257366
Weiner 	AR	35.619158	-90.902043
Weldon 	AR	35.447544	-91.231439
West Crossett 	AR	33.144395	-92.019934
West Fork 	AR	35.932478	-94.182318
West Helena 	AR	34.545959	-90.64649
West Memphis 	AR	35.149747	-90.182163
West Point 	AR	35.204281	-91.61035
Western Grove 	AR	36.10112	-92.953922
Wheatley 	AR	34.918793	-91.107304
Whelen Springs 	AR	33.831585	-93.12573
White Hall 	AR	34.275567	-92.097805
Wickes 	AR	34.299734	-94.335223
Widener 	AR	35.021963	-90.682438
Wiederkehr Village 	AR	35.482373	-93.757319
Williford 	AR	36.251381	-91.360705
Willisville 	AR	33.518456	-93.294778
Wilmar 	AR	33.625916	-91.928969
Wilmot 	AR	33.058282	-91.575019
Wilson 	AR	35.566168	-90.041929
Wilton 	AR	33.738798	-94.147459
Winchester 	AR	33.774788	-91.475009
Winslow 	AR	35.800937	-94.131694
Winthrop 	AR	33.831222	-94.353426
Wooster 	AR	35.19888	-92.448299
Wrightsville 	AR	34.614014	-92.219905
Wynne 	AR	35.231267	-90.788414
Yellville 	AR	36.228739	-92.685939
Zinc 	AR	36.285314	-92.915255
Ajo	AZ	32.387246	-112.868364
Ak-Chin Village 	AZ	33.028295	-112.086986
Apache Junction 	AZ	33.405	-111.546999
Arizona City 	AZ	32.750803	-111.669818
Avondale 	AZ	33.420072	-112.324044
Avra Valley 	AZ	32.437856	-111.314712
Bagdad 	AZ	34.577922	-113.17373
Benson 	AZ	31.962193	-110.303107
Big Park 	AZ	34.78018	-111.761827
Bisbee 	AZ	31.404563	-109.917479
Black Canyon City 	AZ	34.062484	-112.109368
Blackwater 	AZ	33.030663	-111.61527
Bluewater 	AZ	34.168535	-114.26412
Buckeye 	AZ	33.412639	-112.585529
Bullhead City 	AZ	35.114187	-114.55859
Bylas 	AZ	33.130591	-110.110094
Cameron 	AZ	35.84825	-111.431858
